name,price_level,rating,city
pizzana pizzeria,-1,5,Magdalenade Kino
Duiceria Villanueva,-1,5,Magdalenade Kino
Tarro"Kids" "La Locura Del Sabor",-1,5,Magdalenade Kino
Tacos Las Chicas,-1,4,Magdalenade Kino
Hot Dogs Martinez,-1,4.5,Magdalenade Kino
Regi' Pizza,-1,3,Magdalenade Kino
Sushi Kai,-1,3.8,Magdalenade Kino
Burros Y Tacos "El Math",-1,5,Mexico
Vintage,-1,4.4,Magdalenade Kino
Restaurant Aldu,-1,4,Magdalenade Kino
Mariscos Richard,-1,3.4,Magdalenade Kino
Tacos De Camaron Pescado,-1,3,Magdalenade Kino
Tacos Dorados Y Chimichangas El Chapo,-1,-1,Magdalenade Kino
La Michoacana,-1,4.6,Magdalenade Kino
Super Tortas Los Compadres,-1,4.7,Magdalenade Kino
Danli's Pizza,-1,4.5,Magdalenade Kino
Taqueria Robert's,-1,4.8,Magdalenade Kino
Hot Dogs,-1,4.9,Magdalenade Kino
Ring Ring Pizza,-1,4,Magdalena
Taquería Momos,-1,4.2,Magdalena
Jugos y ensaladas LA OREJONA,-1,5,Magdalenade Kino
Pajaro Wings,-1,-1,Magdalenade Kino
El Sazón de María,-1,-1,Magdalenade Kino
María Bonita,-1,3.8,Lázaro Cárdenas
Callejitas,-1,4.3,San Quintín
Big salad,-1,4.8,Lázaro Cárdenas
La Crepita LOca,-1,3.4,Ejido Francisco Villa
COCINA MICHOACANA,-1,4.7,Nueva Odisea
Restaurant Parcela 12,-1,4.6,Ejido Nueva Odisea
La Casita de Piedra,-1,5,Nueva Odisea
Sushi-cali,-1,-1,San Quintín
Mariscos Restaurant Boca Del Rio,-1,4.3,Ensenada
Maria bonita restaurante,-1,4.4,Lázaro Cárdenas
Restaurant Maria Bonita,-1,-1,Lázaro Cárdenas
Taz Pizza,-1,3.7,Ensenada
Crazy Snacks,-1,-1,Lázaro Cárdenas
Alfonsos,-1,-1,
Bufett Mr.K,-1,-1,Lázaro Cárdenas
pollos asado estilo sinaloa,-1,-1,Lázaro Cárdenas
tortas la cochinita pibil,-1,3.3,Lázaro Cárdenas
Sushi N Tojo,-1,4.2,Lázaro Cárdenas
tacos marshall,-1,4.8,Lázaro Cárdenas
Restaurant "Mi Cosinita",-1,5,Lázaro Cárdenas
Despertar Cocina,-1,4.4,Lázaro Cárdenas
Mariscos El Guero,-1,4,Lázaro Cárdenas
Super chicken,-1,3.4,Lázaro Cárdenas
Tortas Tijuana,-1,3.5,carreteratranspeninsular Loc10K193Nuevo Mexicalic.p
Restautante Viejo San Quintin,-1,4.2,Lázaro Cárdenas
Maricos El Popeye,-1,-1,San Quintín
La Casa De Las Hamburguesas,-1,4.5,San Vicente
hamburguesas mi casita,-1,4.5,Camalú
Birrieria Genesis,-1,-1,Ejido Eréndira
Antojitos Biby,-1,4.4,Ejido México
Benny's Pizza,-1,4.3,Punta Colonet
Restaurant La Raiz de Mexico,-1,3,Ejido México
Taqueria El Norteño,-1,-1,San Vicente
Birrieria Y Menudo San Vicente,-1,5,San Vicente
Birria y Menudo San Vicente,-1,-1,San Vicente
Taqueria el Chavo San Vicente Ferrer,-1,-1,San Vicente
Birrieria San Vicente,-1,4.4,San Vicente
"La barrita",-1,5,San Vicente
Restaurante Valentina,-1,4.2,San Vicente
Birrieria El Chino,-1,5,San Vicente
BIRRIERIA LA CARRETA,-1,4.2,San Vicente
Puerto Lobos Bar&Resta,-1,4.3,San Vicente
Mision Viejo San Vicente,-1,4.7,San Vicente
Blanca's Restaurant - San Vicente,-1,4.1,Ensenada
Helados, snack y hielitos,-1,-1,San Vicente
Mi Ranchito Restaurante,-1,4.6,Ensenada
rancho buenos aires,-1,4.5,Uruapan
Birrieria La Carreta,-1,4,Licenciado Gustavo Díaz Ordaz
Reef Recon,-1,-1,Baja California
Rancho Alegria,-1,-1,Unnamed Road
Hot Gogs El Guero,-1,3,Camalú
Prieto's Pizza,-1,5,Camalú
Comida de Hot Dog el güero,-1,5,Camalú
Papas Restaurant,-1,4.1,Camalú
Hamburguesas El Chino ( Chinos Burguer),-1,4,Camalú
Los GIRASOLES,-1,3,Camalú
Taqueria El Perico,-1,5,Camalú
Mariscos El Vado,-1,4.2,Camalú
Bodega Quimia,-1,5,Camalú
Taqueria GUANAJUATO,-1,4,Camalú
Americas Best Value Inn - Posada El Rey Sol,-1,4.2,Ensenada
Manzanilla,-1,4.2,Ensenada
El Rey Sol Restaurant,-1,4.4,Ensenada
Kentucky Fried Chicken,1,3.8,Ensenada
El Taco de Huitzilopochtli,-1,4.6,Ensenada
Restaurante Barra Azul,-1,4.7,Mexico
Restaurante El Charro,-1,4.2,Ensenada
Hacienda San Ángel,-1,4.2,Ensenada
El Restaurante en Punta Morro,-1,4.6,Ensenada
Mango Mango,-1,4.4,Ensenada
Toogino's Pizza Reforma,-1,3.6,Ensenada
Mariscos Bahia De Ensenada,-1,4.3,Ensenada
SANO´S STEAK HOUSE,-1,4.6,Ensenada
Toogino's Pizza Cipres,-1,3.2,Ensenada
Ocean City,-1,3.3,Ensenada
Ochentos Pizza,-1,4.6,Ensenada
Burger King,-1,3.5,Ensenada
Zu Taza Café & Bistro,-1,4.4,Ensenada
Temaky Sushi Bar,-1,4.5,Ensenada
La Cochinita,-1,3.9,Ensenada
Tito's Burger,-1,4.4,Ensenada
Alfonso's Pizza,-1,4.4,Ensenada
Peter Piper Pizza,-1,4.4,Ensenada
MAMA MIA Pizza,-1,3.9,Ensenada
Q Restaurante ( Chamakines),-1,4.5,Ensenada
Burger King,-1,3.7,Ensenada
La Cocedora De Langosta,-1,4.3,Ensenada
Quezesos Barchelona Pizza Bar,-1,4.2,Ensenada
Haliotis Restaurant,-1,4.7,Ensenada
Corazon de Tierra,-1,4.1,Ensenada
La Stella Pizza,-1,4.4,Ensenada
Restaurante Laja,-1,4.7,Ensenada
Mc Donald's,1,3.8,Ensenada
Subway,-1,4.2,Ensenada
Carl’s Jr,-1,4.5,Ensenada
Baja Frut,-1,4.4,Ensenada
Mc Donald's,1,3.8,Ensenada
La Cochinita Valle Dorado,-1,2.8,Ensenada
Le Pinche Francés,-1,4.7,Ensenada
La Cochinita,-1,2.9,Ensenada
Applebee’s,2,3.9,Ensenada
La Cochinita,-1,3.5,Ensenada
La Cochinita japanse Food Factory,-1,3.5,Ensenada
Restaurante San Miguel,-1,4.6,San Miguel
Toogino's Pizza,-1,3.2,Ensenada
Plaza Pueblo Antiguo,-1,4.1,Ensenada
QUEZESOS PIZZA,-1,4,Ensenada
Hogaza Hogaza,-1,4.7,Ensenada
Chiltepino's Wings,-1,4.2,Ensenada
Birrieria La Guadalajara,-1,4.6,Ensenada
El Primo Nava,-1,4.1,Ensenada
Tortas Ahogadas Guadalajara,-1,4.2,Ensenada
Rosticería Sinaloa,-1,4.1,Ensenada
La Taberna de Ensenada Restaurante,-1,4.2,Ensenada
Nigori Sushi,-1,4.4,Ensenada
El Mesón de Don Fernando,-1,4.3,Ensenada
Santo Mitote Bistro Bar,-1,4.4,Ensenada
Burger King,1,3.8,Ensenada
Carl's Jr.,-1,4.6,Ensenada
La Comadre -Restaurante Tacos,-1,4.5,Ensenada
Americas Best Value Inn - Posada El Rey Sol,-1,4.2,Ensenada
Hotel Real del Mar Golf Resort,-1,4.2,Tijuana
Villa Fresh Italian Kitchen,-1,3.7,San Diego
Chickenow,-1,3.8,San Diego
Bowlero Chula Vista,-1,4.1,Chula Vista
SUBWAY®Restaurants,1,3.4,Chula Vista
Little Caesars Pizza,1,3.8,San Diego
Jersey Mike's Subs,1,4,Chula Vista
Panda Express,1,4,Chula Vista
Rubio's Coastal Grill,1,4.4,Chula Vista
California Pizza Kitchen,2,4.1,Chula Vista
Little Caesars Pizza,1,4.4,San Diego
Westfield Plaza Bonita,-1,4.4,National City
SUBWAY®Restaurants,1,3,Chula Vista
Little Caesars Pizza,1,3.7,Chula Vista
Hot Dog on a Stick,1,3.9,Chula Vista
Little Caesars Pizza,1,3.3,Chula Vista
SUBWAY®Restaurants,1,4.4,San Ysidro
SUBWAY®Restaurants,1,3.1,San Ysidro
Nestle Toll House,-1,3.3,Chula Vista
Subway,1,4.2,San Diego
Buffalo Wild Wings,2,4.1,Chula Vista
Romano's Macaroni Grill,2,3.6,Chula Vista
SUBWAY®Restaurants,1,4.7,San Diego
Papa John's Pizza,1,2.9,Chula Vista
The Cheesecake Factory,2,4,Chula Vista
SUBWAY®Restaurants,1,3.9,San Diego
Mc Donald's,1,3.1,San Diego
Little Caesars Pizza,1,3.2,Chula Vista
Olive Garden Italian Restaurant,2,4.1,Chula Vista
Chipotle Mexican Grill,1,3,National City
Pizza Hut,1,3.9,Chula Vista
Barrett Junction Cafe & Mercantile,-1,4.5,Dulzura
Domino's Pizza,1,3.7,Chula Vista
In-N-Out Burger,1,4.6,Chula Vista
The Broken Yolk Cafe,2,3.9,Chula Vista
Pizza Hut,1,3.3,Chula Vista
Mc Donald's,1,3.6,San Diego
In-N-Out Burger,1,4.6,National City
Los Remedios Tijuana,-1,4.4,Tijuana
DOMINO'S REVOLUCIÓN,1,3.6,Tijuana
Otay Pizza,-1,4,San Diego
Papa John's Pizza,1,2.5,San Diego
Pizza Hut,1,3.8,Chula Vista
IHOP,1,4.3,San Diego
SUBWAY®Restaurants,1,3.6,Bonita
Potato Corner,-1,4,National City
Wienerschnitzel,1,4,Chula Vista
Subway,-1,4.4,Tijuana
IHOP,1,3.9,San Diego
Pizza Hut,1,4,San Diego
Toogino's Pizza Soler,-1,3.1,Tijuana
Domino's Soler,1,3.6,Tijuana
Restaurante La Querencia,-1,4.6,Tijuana
Home Town Buffet,2,3.4,Chula Vista
SUBWAY®Restaurants,1,3.9,Chula Vista
Mariscos Negro Durazo Otay,-1,4.4,Tijuana
Mr. Pampas,-1,4.5,Tijuana
SUBWAY®Restaurants,1,3.8,Chula Vista
Panda Express,1,4.2,Chula Vista
Viejas Casino & Resort,-1,4.3,Alpine
San Vicente Resort at Country Estates,-1,4.4,Ramona
Courtyard by Marriott San Diego Central,-1,4.3,San Diego
Kimpton Solamar Hotel,3,4.4,San Diego
Cosmopolitan Hotel and Restaurant,-1,4.4,San Diego
Fairmont Grand Del Mar,4,4.8,San Diego
Rancho Valencia Resort & Spa,3,4.7,Rancho Santa Fe
TOWER23 Hotel,-1,4.5,San Diego
Pearl Hotel,2,4.5,San Diego
Filippi's Pizza Grotto Little Italy,2,4.4,San Diego
Roy's Restaurant,3,4.2,San Diego
Crown City Inn,-1,4.6,Coronado
Westfield UTC,-1,4.4,San Diego
Sycuan Golf Resort,2,4.4,El Cajon
Westfield Mission Valley,-1,4.2,San Diego
Westfield Horton Plaza,-1,3.7,San Diego
The Broken Yolk Cafe,2,4.3,San Diego
Buca di Beppo Italian Restaurant,2,4.1,San Diego
Bankers Hill,2,4.6,San Diego
Stone Brewing,-1,4.5,Escondido
Westfield North County,-1,4.3,Escondido
Sycuan Casino,-1,4.1,El Cajon
Seaview Restaurant,2,4.1,San Diego
Carnitas' Snack Shack - North Park,1,4.6,San Diego
Panda Express,1,4,San Diego
Shabu Shabu house,-1,4.2,San Diego
Extraordinary Desserts,2,4.4,San Diego
Lake Cuyamaca Restaurant & Store,2,4.2,Julian
Beach House Grill,2,4,San Diego
Extraordinary Desserts,2,4.5,San Diego
Sushi Ota,3,4.7,San Diego
House of Blues San Diego,2,4.4,San Diego
Stone Brewing,2,4.4,San Diego
Gordon Biersch Brewery Restaurant,2,4,San Diego
Hodad's Downtown,2,4.6,San Diego
Ballast Point Brewing Scripps Ranch,2,4.5,San Diego
Panda Express,1,2.7,San Diego
Westfield Plaza Bonita,-1,4.4,National City
Jake's Del Mar,3,4.5,Del Mar
Come On In! Café,2,4.8,La Jolla
Snooze an A.M. Eatery,2,4.6,San Diego
Royal India - Gaslamp Downtown San Diego,2,3.7,San Diego
Bowlero Chula Vista,-1,4.1,Chula Vista
Joe's Crab Shack,2,4,San Diego
Souplantation- Point Loma,1,4.3,San Diego
Phil's BBQ,2,4.6,San Diego
Outback Steakhouse,2,3.9,Poway
PB Ale House,2,4.3,San Diego
Amigo Spot,2,4.3,San Diego
The Mission,2,4.5,San Diego
Rei Do Gado Brazilian Steakhouse,3,4.5,San Diego
Vintana Wine + Dine,3,4.4,Escondido
Buster's Beach House,2,3.8,San Diego
Pizzeria Luigi,1,4.5,San Diego
Ruby's Diner,2,4.2,San Diego
Mimi's Cafe,2,3.9,San Diego
Rubio's Coastal Grill,1,4.4,Chula Vista
Urge American Gastropub,2,4.4,San Diego
Dave & Buster's,2,4.1,San Diego
Karl Strauss Brewing Company,2,4.5,San Diego
Balboa Bay Resort,-1,4.6,Newport Beach
Holiday Inn Long Beach Airport,-1,4.1,Long Beach
Long Beach Marriott,-1,4.3,Long Beach
Trump National Golf Club Los Angeles,3,3.5,Rancho Palos Verdes
Ports O' Call Waterfront Dining,2,4.3,San Pedro
Gaucho Grill,2,4.4,Long Beach
The Reef Restaurant,2,4.2,Long Beach
21 Oceanfront,3,4.5,Newport Beach
Beachwood BBQ and Brewing,2,4.4,Long Beach
SUBWAY®Restaurants,1,2.8,Long Beach
Yard House,2,4.2,Long Beach
Cafe Sevilla of Long Beach,2,4.1,Long Beach
San Pedro Fish Market and Restaurant,2,4.4,San Pedro
Parkers' Lighthouse,3,4.3,Long Beach
El Galleon,2,3.6,Avalon
Gulfstream,3,4.5,Newport Beach
Hooters,2,3.8,Long Beach
Duke's Huntington Beach,2,4.4,Huntington Beach
Fuego,2,4.1,Long Beach
Cannery Seafood of the Pacific,3,4.5,Newport Beach
zpizza,1,3.9,Huntington Beach
Panera Bread,2,4,Torrance
Chipotle Mexican Grill,1,3.9,Torrance
Bay Street Kitchen,-1,4,Long Beach
Mozza Newport,3,4.3,Newport Beach
Buffalo Wild Wings,2,3.5,Torrance
Brix Sunset Beach,2,4.4,Huntington Beach
Lucille’s Smokehouse BBQ,2,4.5,Long Beach
Agaves kitchen | tequila,2,4.1,Long Beach
Spaghettini,3,4.6,Seal Beach
Buca di Beppo Italian Restaurant,2,4,Redondo Beach
Gladstone's Long Beach,2,4,Long Beach
King's Fish House,2,4.3,Long Beach
Chelsea Chowder House & Bar,3,3.9,Long Beach
Wokcano,2,4.2,Long Beach
Wingstop,2,2.7,Carson
Gaetano's Restaurant,2,4.6,Torrance
Michael's Pizzeria Naples,2,4.4,Long Beach
Bluewater Grill,2,4.4,Newport Beach
P.F. Chang's,2,4.1,Long Beach
El Torito,2,3.8,Redondo Beach
555 East American Steakhouse,3,4.6,Long Beach
IHOP,1,3.6,Torrance
SUBWAY®Restaurants,1,3.7,Huntington Beach
Tantalum Restaurant,2,4.5,Long Beach
Little Caesars Pizza,1,3.7,Wilmington
SUBWAY®Restaurants,1,3.3,Rancho Palos Verdes
Creme De La Crepe,2,4.5,Long Beach
In-N-Out Burger,1,4.6,Huntington Beach
Little Caesars Pizza,1,3.9,Long Beach
Redondo Beach Crab House,2,3.4,Redondo Beach
Panda Express,1,2.5,Torrance
La Strada,2,4.4,Long Beach
Bombay Tandoori & Banquet,2,4.2,Torrance
Rubio's,1,4.4,Rolling Hills Estates
Famous Dave's Bar-B-Que,2,4.2,Long Beach
Mama's Restaurant On 39,2,4.4,Huntington Beach
Rock & Brews PCH,2,4.2,Redondo Beach
The Crab Cooker,2,4.4,Newport Beach
SUBWAY®Restaurants,1,4.4,Newport Beach
Creekside Steak House and Tavern,-1,4,Payson
Antlers Cafe & Bar,-1,4.8,Young
Bugles Bar and Grill,2,4,Forest Lakes Estates
Roosevelt Resort Park,-1,4.3,Roosevelt
Landmark at The Creek,2,4.1,Payson
Mr. Earl's pizza time,-1,4.1,Overgaard
Boston's Lake House Grill,-1,4.1,Roosevelt
Pit Stop Pizza,-1,4.1,Heber
J.R.'s Stage Stop Grill,-1,4.7,Heber
Mas Kitchen,-1,4.8,Roosevelt
Spring Creek RV Resort,-1,-1,Roosevelt
Wood Shed Cafe,-1,4,Overgaard
The Cabin Bar & Grill,-1,4.3,Overgaard
Little Caesars Pizza,1,3.7,Clovis
Pizza Hut,1,3.8,Clovis
SUBWAY®Restaurants,1,3.6,Clovis
SUBWAY®Restaurants,1,3.7,Clovis
SUBWAY®Restaurants,1,2.9,Clovis
SUBWAY®Restaurants,1,3.9,Clovis
Leal's Mexican Restaurant,2,4.3,Clovis
Chili's Grill & Bar,2,3.8,Clovis
Cotton Patch Cafe,2,4.2,Clovis
Taqueria Jalisco,1,4.3,Clovis
Foxy Drive-In,1,4.3,Clovis
Wienerschnitzel,1,4.3,Clovis
K-BOB'S Steakhouse,2,3.5,Clovis
Rib Crib BBQ & Grill,2,4.1,Clovis
Taco Villa,1,4.3,Clovis
Dairy Queen,1,3.7,Clovis
IHOP,1,3.8,Clovis
SUBWAY®Restaurants,1,4,Portales
Domino's Pizza,1,3.9,Clovis
Roma's Italian Restaurant,2,4,Clovis
Taco Bell,1,3.9,Clovis
Something Different Grill-Clovis,-1,4,Clovis
Pizza Hut,1,4,Muleshoe
Leal's Mexican Food Restaurant,2,4.4,Clovis
Snappy Tomato Pizza,1,3.8,Clovis
Pizza Hut,1,4,Clovis
Thai Bamboo,1,4.2,Clovis
SUBWAY®Restaurants,1,4.2,Portales
Taco Box,2,4.3,Clovis
The BBQ Shop,-1,4.6,Farwell
Mc Donald's,1,3.4,Clovis
Thai City,-1,4.1,Clovis
Fat Boys Barbecue,2,3.7,Clovis
KFC,1,3.6,Clovis
Wendy's,1,3.6,Clovis
Sonic Drive-In,1,3.8,Clovis
Papa Murphy's Take 'N' Bake Pizza,1,4.5,Clovis
Saeng's Orient,1,4.1,Clovis
Red Lobster,2,4,Clovis
Arby's,1,3.4,Clovis
Burger King,1,3.3,Clovis
Dairy Queen,1,2.8,Clovis
Coffee Bistro,1,4.4,Clovis
Mc Donald's,1,3.7,Clovis
Farwell Public School Cafeteria,-1,-1,Farwell
Something Different Grill-Portales,-1,4.2,Portales
Baby J's Grille,1,4.3,Clovis
Sonic Drive-In,1,3.7,Clovis
Sonic Drive-In,1,3.8,Clovis
ADT®,2,3.2,Clovis
Leals Mexican Food Restaurant Corporation,-1,-1,Clovis
Taco Bell,1,2.6,Cannon Air Force Base
Burger King,1,2.9,Cannon Air Force Base
Dairy Queen Store,1,3.9,Friona
Kelley's Bar & Grill,2,3.5,Clovis
Bovina Food Express,-1,3.3,Bovina
Godfather's Pizza,2,4.5,Farwell
SUBWAY®Restaurants,1,4.5,Texico
Dunkin Donuts Express,1,4.5,Clovis
Denny's,1,3.6,Clovis
Santa Maria Inn,-1,4.2,Santa Maria
Ballard Inn & Gathering Table,-1,4.8,Ballard
Mirabelle Inn,3,4.8,Solvang
Pea Soup Andersen's,2,4.2,Buellton
Hitching Post,3,4.6,Casmalia
Paula's Pancake House,2,4.3,Solvang
Olive Garden Italian Restaurant,2,4.1,Santa Maria
Hitching Post II,3,4.4,Buellton
La Purisima Golf Course,-1,4.6,Lompoc
The Willows,2,4.6,Santa Ynez
Solvang Restaurant,-1,4.2,Solvang
Starry Sky Coffee Company,-1,4.2,Santa Maria
El Toro Bronco,2,4.3,Lompoc
Subway,1,3.1,Santa Maria
Subway,1,3.9,Santa Maria
SUBWAY®Restaurants,1,3.5,Santa Maria
Mc Donald's,1,2.7,Lompoc
SUBWAY®Restaurants,1,4.1,Lompoc
Figueroa Mountain Brewing Co.,-1,4.6,Buellton
Little Caesars Pizza,1,4,Lompoc
Cold Stone Creamery,2,3.7,Orcutt
Dos Carlitos Restaurant & Tequila Bar,2,4.5,Santa Ynez
SUBWAY®Restaurants,1,3.7,Lompoc
Root 246,2,4.4,Solvang
SUBWAY®Restaurants,1,4.1,Lompoc
SUBWAY®Restaurants,1,3.1,Los Alamos
Sissy's Uptown Cafe,2,4.5,Lompoc
SUBWAY®Restaurants,1,3.9,Santa Maria
Little Caesars Pizza,1,3.7,Santa Maria
Trattoria Grappolo,2,4.4,Santa Ynez
SUBWAY®Restaurants,1,4,Lompoc
Maverick Saloon,-1,4.3,Santa Ynez
Gino's Pizza,2,4.3,Buellton
Cecco Ristorante,2,3.7,Solvang
Thai Fast Food,-1,4.2,Lompoc
Burrito Loco Restaurant,-1,3.8,Lompoc
Little Caesars Pizza,1,3.7,Santa Maria
SUBWAY®Restaurants,1,4.1,Santa Maria
Sides Hardware and Shoes a Brothers Restaurant,2,4.6,Los Olivos
Panera Bread,2,4.2,Santa Maria
Boonie Thai Cuisine,-1,4.2,Santa Maria
Home Town Buffet,2,3.8,Santa Maria
Subway,1,4.2,Santa Maria
Rooney's Irish Pub,2,4.2,Orcutt
Skyview Los Alamos,-1,4.6,Los Alamos
Domino's Pizza,1,3.7,Solvang
Papa John's Pizza,1,3.7,Santa Maria
Succulent Cafe,2,4.5,Solvang
Pizza Shack,2,4,Santa Ynez
Cool Hand Luke's - Santa Maria,2,4.2,Santa Maria
Red Lobster,2,4.2,Santa Maria
Jack in the Box,1,3.2,Orcutt
Taco Roco,2,4.6,Lompoc
Round Table Pizza,2,4.2,Lompoc
A J Spurs Saloon & Dining Hall,2,4.5,Buellton
Cajun Kitchen Cafe,-1,4.5,Lompoc
In-N-Out Burger,1,4.6,Santa Maria
Viking Garden Restaurant,2,3.9,Solvang
Domino's Pizza,1,3.3,Lompoc
Mikado Japanese Restaurant,2,4.2,Santa Maria
Apple Farm,-1,4.4,San Luis Obispo
Cambria Pines Lodge,-1,4.5,Cambria
Marisol | The Cliffs Resort,2,4.3,Pismo Beach
SLO Brew,2,3.8,San Luis Obispo
Ventana Grill,2,4.5,Pismo Beach
Firestone Grill,1,4.6,San Luis Obispo
Windows On the Water,3,4.5,Morro Bay
Splash Café Pismo Beach,2,4.6,Pismo Beach
Little Caesars Pizza,1,3.6,Arroyo Grande
Mama's Meatball,2,4.4,San Luis Obispo
Subway,1,4,San Luis Obispo
Shalimar Restaurant | Indian Food,2,4.4,San Luis Obispo
Tognazzini's Dockside Restaurant,2,4.4,Morro Bay
Sunshine Health Foods,-1,4.7,Morro Bay
Sushi Kokku,-1,4.3,San Luis Obispo
Giuseppe's Cucina Italiana,-1,4.5,Pismo Beach
Custom House,2,4.3,Avila Beach
Novo Restaurant & Lounge,2,4.3,San Luis Obispo
Fat Cats Cafe,2,4.3,San Luis Obispo
Rooster Creek Tavern,2,4.4,Arroyo Grande
Woodstock's Pizza SLO,2,4.4,San Luis Obispo
Jocko's,2,4.5,Nipomo
Splash Café,2,4.5,San Luis Obispo
The Market Place at Trilogy Monarch Dunes,-1,4.5,Nipomo
Eureka! San Luis Obispo,2,4.4,San Luis Obispo
SUBWAY®Restaurants,1,3.7,Pismo Beach
Big Sky Cafe,2,4.4,San Luis Obispo
Luna Red,2,4.3,San Luis Obispo
F. Mc Lintocks Saloon and Dining House,3,4.2,Shell Beach
Thai Palace,2,4.3,San Luis Obispo
Tahoe Joe's,2,4,San Luis Obispo
In-N-Out Burger,1,4.5,Arroyo Grande
Mei's | Chinese Restaurant,-1,4.3,Pismo Beach
SUBWAY®Restaurants,1,4,San Luis Obispo
Rib Line BBQ Restaurant,2,3.8,San Luis Obispo
Laguna Grill,-1,4.3,San Luis Obispo
Bliss Cafe,2,4.5,San Luis Obispo
Linn's Restaurant,2,4.5,Cambria
Monarch Dunes Golf Club,-1,4.6,Nipomo
G-Brothers Smokehouse,1,4.2,San Luis Obispo
SUBWAY,1,3.4,Arroyo Grande
Buona Tavola,2,4.5,San Luis Obispo
Thai Boat,2,4.8,San Luis Obispo
SUBWAY®Restaurants,1,3.4,Los Osos
SUBWAY®Restaurants,1,4.1,Morro Bay
SUBWAY®Restaurants,1,3.5,Pismo Beach
AJ Spurs Saloon & Dining Hall,2,4.4,Grover Beach
Cracked Crab,2,4.4,Pismo Beach
SUBWAY,1,3.5,Arroyo Grande
Taj Palace Cuisine of India,2,4.1,San Luis Obispo
Mc Donald's,1,3.6,Morro Bay
The Boardroom,2,4.7,Pismo Beach
California Pizza Kitchen at San Luis Obispo,2,4.3,San Luis Obispo
Round Table Pizza,2,4,Morro Bay
Lotus,2,4.3,San Luis Obispo
Goshi | Japanese Restaurant,2,4.8,San Luis Obispo
Schooners,2,4.2,Cayucos
Panda Express,1,4,San Luis Obispo
Olive Garden Italian Restaurant,2,4.3,San Luis Obispo
Palo Mesa Pizza,-1,4.1,Arroyo Grande
Sa' Nyu Wa,-1,4.3,Peach Springs
The Crow's Nest,-1,4.3,Meadview
Casa Marina Hotel and Restaurant,-1,4.3,Jacksonville Beach
The Cheesecake Factory,2,4,Jacksonville
The Jacksonville Landing,-1,3.8,Jacksonville
India's Restaurant,2,4.4,Jacksonville
Salt,4,4.1,Fernandina Beach
Bonefish Grill,2,4.3,Jacksonville
Bonefish Grill,2,4.2,Jacksonville Beach
SUBWAY®Restaurants,1,3.1,Jacksonville
Domino's Pizza,1,3.3,Jacksonville
Subway,1,3.7,Jacksonville
TPC Sawgrass,-1,4.7,Ponte Vedra Beach
The Capital Grille,4,4.5,Jacksonville
Tijuana Flats,1,4.5,Jacksonville
Masala Indian Cuisine,2,4.2,Jacksonville
River City Brewing Company,2,3.5,Jacksonville
SUBWAY®Restaurants,1,1.8,Jacksonville
Ruth's Chris Steak House,4,4.6,Jacksonville
Moe's Southwest Grill,1,3.8,Jacksonville
Azurea,3,4.5,Atlantic Beach
Hooters,2,3.4,Jacksonville
Taverna,2,4.6,Jacksonville
Dave & Buster's,2,4.2,Jacksonville
Maggiano's Little Italy,2,4.4,Jacksonville
Native Sun Natural Foods Market,-1,4.4,Jacksonville
Ruth's Chris Steak House,4,4.7,Ponte Vedra Beach
P.F. Chang's,2,3.8,Jacksonville
Ocean Bar & Grill,-1,4.7,Amelia Island
Chili's Grill & Bar,2,3.6,Jacksonville
Burger King,1,3,Jacksonville
Little Caesars Pizza,1,3.7,Jacksonville
Atrium Cafe & Grill,-1,4.2,Jacksonville
The Pub,-1,4.7,Amelia Island
Roy's Restaurant,3,4.1,Jacksonville Beach
Bistro Aix,3,4.3,Jacksonville
Museum Of Contemporary Art Jacksonville,-1,4.4,Jacksonville
Benny's Steak & Seafood,2,3.5,Jacksonville
Joe's Crab Shack,2,3.9,Jacksonville Beach
Blue Fish Restaurant and Oyster Bar,2,4.2,Jacksonville
Clark's Fish Camp Seafood Restaurant,2,4.3,Jacksonville
The Loop Pizza Grill,2,4,Jacksonville
Copeland's of New Orleans,2,4.2,Jacksonville
Jacksonville Farmers Market,-1,4.3,Jacksonville
Tijuana Flats,1,4.3,Jacksonville
Olive Garden Italian Restaurant,2,4,Jacksonville
Cracker Barrel Old Country Store,2,4.4,Jacksonville
Ruby Tuesday,2,4.1,Jacksonville
Subway,1,4.1,Orange Park
Red Lobster,2,3.8,Jacksonville
Wasabi Japanese Steakhouse,2,4.2,Jacksonville
Miller's Ale House - Jacksonville Mandarin,2,3.9,Jacksonville
Waffle House,1,4,Jacksonville
Pizza Hut,1,3.3,Jacksonville
Golden Corral,2,3.9,Jacksonville
Texas Roadhouse,2,4.5,Orange Park
Chart House,3,4.2,Jacksonville
Secret Garden Cafe,2,4.4,Jacksonville
Wing-It,2,4.1,Jacksonville
Ruby Tuesday,2,4,Kingsland
Jason's Deli,2,4.4,Jacksonville
Sbarro,1,2,Jacksonville
SUBWAY®Restaurants,1,4.3,Junction
Mc Donald's,1,3.6,Junction
Dairy Queen Store,1,3.5,Junction
Lum's BBQ,-1,4.6,Junction
Isaack Restaurant,2,4.1,Junction
Sonic Drive-In,1,3.2,Junction
Church's Chicken,1,2.7,Junction
Tia Nena's,-1,4,Junction
Johnny’s Exxon # 17,-1,3,Junction
Exxon,-1,3.8,Junction
Shell,2,3.3,Junction
Pilot Travel Center,-1,3.9,Junction
SUBWAY®Restaurants,1,4.7,Junction
